SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
SO748,SO,STAIRS,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",65,,,,,,,,210.0 lbs,,
SO824,SO,STAIRS,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",65,,,,,,,,240.0 lbs,,
SO830,SO,STAIRS,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ensuring long-lasting reliability even in the most demanding industrial environments.",65,,,,,,,,240.0 lbs,,
SO836,SO,STAIRS,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is designed to withstand heavy-duty use while maintaining structural integrity.",65,,,,,,,,240.0 lbs,,
SO840,SO,STAIRS,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. It is crafted for durability and strength in a variety of demanding settings.",65,,,,,,,,240.0 lbs,,
SO848,SO,STAIRS,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ensuring long-lasting reliability even in the most demanding industrial environments.",65,,,,,,,,240.0 lbs,,
SO924,SO,STAIRS,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. It is offering exceptional durability in rigorous industrial applications.",65,,,,,,,,270.0 lbs,,
SO930,SO,STAIRS,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. It is crafted for durability and strength in a variety of demanding settings.",65,,,,,,,,270.0 lbs,,
SO936,SO,STAIRS,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is crafted for durability and strength in a variety of demanding settings.",65,,,,,,,,270.0 lbs,,
SO940,SO,STAIRS,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",65,,,,,,,,270.0 lbs,,
SO948,SO,STAIRS,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is built to handle tough conditions and provide superior performance over time.",65,,,,,,,,270.0 lbs,,
BH24,BH,RACK-SPI,"This product is built for demanding environments, featuring standard width, 24"" depth, and a sturdy standard gauge construction. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"24""",,,,,2.6 lbs,,
BH32,BH,RACK-SPI,"Crafted from standard gauge steel, this item spans standard in width and 32"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"32""",,,,,3.5 lbs,,
BH36,BH,RACK-SPI,"This product is built for demanding environments, featuring standard width, 36"" depth, and a sturdy standard gauge construction. It is offering exceptional durability in rigorous industrial applications.",55,,,"36""",,,,,3.5 lbs,,
BH42,BH,RACK-SPI,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"42""",,,,,4.1 lbs,,
BH48,BH,RACK-SPI,"Crafted from standard gauge steel, this item spans standard in width and 48"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"48""",,,,,4.8 lbs,,
BF24,BF,RACK-SPI,"Crafted from standard gauge steel, this item spans standard in width and 24"" in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",55,,,"24""",,,,,4.6 lbs,,
BF36,BF,RACK-SPI,"Measuring standard in width and 36"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is made to last through extended periods of intense industrial usage.",55,,,"36""",,,,,5.5 lbs,,
BF42,BF,RACK-SPI,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,"42""",,,,,6.4 lbs,,
BF48,BF,RACK-SPI,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"48""",,,,,7.3 lbs,,
BD28,BD,RACK-SPI,"With a width of 16.5"" and a depth of 28"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",55,,"16.5""","28""",,,,,20.5 lbs,,
BD32,BD,RACK-SPI,"This product is built for demanding environments, featuring 16.5"" width, 32"" depth, and a sturdy standard gauge construction. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,"16.5""","32""",,,,,23.0 lbs,,
BD36,BD,RACK-SPI,"This product is built for demanding environments, featuring 16.5"" width, 36"" depth, and a sturdy standard gauge construction. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,"16.5""","36""",,,,,26.0 lbs,,
BD42,BD,RACK-SPI,"This product is built for demanding environments, featuring 16.5"" width, 42"" depth, and a sturdy standard gauge construction. It is offering exceptional durability in rigorous industrial applications.",55,,"16.5""","42""",,,,,29.0 lbs,,
BD48,BD,RACK-SPI,"This product is built for demanding environments, featuring 16.5"" width, 48"" depth, and a sturdy standard gauge construction. It is ideal for supporting industrial processes that require robust materials.",55,,"16.5""","48""",,,,,33.0 lbs,,
B2,B2,RACK-SPI,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,,,,,,0.09 lbs,,part
MF,MF,MEZZ,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. It is providing a solid and reliable solution for high-traffic areas.",65,,,,,,,,0.0 lbs,,
MG,MG,MEZZ,"Crafted from standard gauge steel, this item spans 48"" in width and standard in depth, providing reliable strength for industrial applications. It is built to handle tough conditions and provide superior performance over time.",65,,"48""",,,,,,72.0 lbs,,
DC,MP DECK,MP DECK,"This product is built for demanding environments, featuring 9"" width, 1.5"" depth, and a sturdy 18 gauge construction. It is ideal for supporting industrial processes that require robust materials.",70,,"9""","1.5""",18,,,,2.3 lbs,,
DD,MP DECK,MP DECK,"Crafted from 20 gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is providing a solid and reliable solution for high-traffic areas.",70,,,,20,,,,1.9 lbs,,
DAF,MP DECK,MP DECK,"With a width of standard and a depth of standard, this 14 gauge steel component ensures long-lasting performance in tough industrial settings. It is providing a solid and reliable solution for high-traffic areas.",70,,,,14,,,,0.0 lbs,,
DBF,MP DECK,MP DECK,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy 16 gauge construction. It is offering exceptional durability in rigorous industrial applications.",70,,,,16,,,,0.0 lbs,,
DCF,MP DECK,MP DECK,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy 18 gauge construction. It is ideal for supporting industrial processes that require robust materials.",70,,,,18,,,,0.0 lbs,,
DDF,MP DECK,MP DECK,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy 20 gauge construction. It is ensuring long-lasting reliability even in the most demanding industrial environments.",70,,,,20,,,,0.0 lbs,,
MC,MC,MEZZ,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. It is ensuring long-lasting reliability even in the most demanding industrial environments.",65,,,,,,,,12.0 lbs,,
ML,ML,MEZZ,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",65,,,,,,,,8.0 lbs,,
MA,MA,MEZZ,"Crafted from standard gauge steel, this item spans 48"" in width and 48 in depth, providing reliable strength for industrial applications. It is designed to withstand heavy-duty use while maintaining structural integrity.",65,,"48""","48""",,,,,175.0 lbs,,
